@Relation EEGDataTraining_54

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4387.18,4019.49,4266.67,4135.9,4317.95,4587.18,4051.28,4598.46,4193.85,4232.82,4193.33,4307.18,4697.95,4470.77,4154.79,4100.02,4123.22,3982.32,4162.43,4199.35,3968.69,4144.68,3982.19,4167.71,4081.49,3990.68,3962.66,4011.48,3971.36,4013.89,4043.14,4089.52,3981.89,3993.23,4007.51,4073.87,4095.47,4180.94,3984.36,3968.18,4195.37,4100.24,4191.84,3988.89,3992.19,4178.03,4069.23,3975.0,4168.73,4118.89,3980.59,4123.82,4053.53,3950.32,0
4280,3971.28,4245.64,4078.46,4347.69,4635.38,4089.74,4634.36,4222.05,4255.9,4216.92,4288.21,4603.59,4349.74,4126.02,4008.2,4091.3,4146.63,4061.58,4028.27,4014.93,4158.55,4058.0,3960.44,4031.8,4078.5,3986.25,4176.56,4101.11,3994.63,4096.21,4070.88,4021.01,4099.95,4174.09,4034.73,3973.62,4186.15,3986.64,4125.23,4115.41,3968.67,4017.64,4195.8,4174.13,4072.69,4074.84,4160.45,3960.47,4128.8,4072.48,4150.77,4135.32,4195.43,0
4317.95,4036.92,4266.67,4124.62,4347.69,4617.44,4103.59,4609.74,4207.18,4222.56,4209.74,4287.18,4622.05,4367.69,4163.09,4018.76,3951.92,3973.94,4014.62,4185.67,4037.52,4089.99,4030.4,4199.98,4137.34,3960.69,3989.61,3973.82,3963.0,4092.24,4153.61,4096.13,4009.37,4189.62,3959.16,4197.25,4050.04,4102.18,4156.89,3980.4,4114.93,3962.38,4173.75,4003.54,4171.02,4166.51,4180.19,4029.93,4038.16,4129.51,4177.31,4060.07,4076.22,3986.2,1
4309.74,4005.13,4262.05,4107.69,4336.41,4617.44,4056.92,4609.74,4202.56,4225.64,4203.08,4270.77,4607.18,4364.62,4131.24,4145.47,3951.5,4153.4,4148.04,4076.72,3997.94,4181.24,3986.92,4004.92,4058.63,4163.97,4167.95,4117.07,4075.29,4108.92,4047.68,4199.08,3967.9,4006.57,4102.02,4158.21,4156.95,4056.46,4161.42,4003.19,4036.75,4159.32,4162.96,4140.91,4110.07,4126.11,3950.33,3974.58,4184.0,4125.62,4190.61,4179.68,3977.97,4171.89,1
4265.64,3989.74,4242.56,4121.03,4323.08,4615.38,4041.03,4599.49,4196.41,4219.49,4192.31,4262.56,4610.77,4327.18,3982.19,4181.66,4173.62,4156.93,3991.68,3950.43,4162.78,4163.32,4020.34,3963.18,4068.39,4018.52,4173.03,4008.68,4148.94,3974.56,4111.59,4122.85,4077.13,4110.45,4165.79,4097.2,4036.55,4108.46,4009.25,4020.07,4181.05,4197.64,4192.22,4054.98,4017.25,4063.94,3966.32,4057.35,4105.79,4048.19,4113.23,4017.42,4170.45,4127.41,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,4035.19,4118.39,4055.01,4028.5,4056.08,4173.1,4114.4,3967.72,4003.65,4123.46,4064.78,4095.69,4110.58,4088.75,3994.2,3963.56,3985.28,4097.7,4152.19,4119.59,3999.4,4127.27,4110.66,4056.99,4069.91,4161.56,4082.2,3976.8,3964.84,4100.75,3996.11,4036.74,4009.67,4085.32,4090.71,4185.64,4197.31,4050.98,4042.79,4105.92,0
4289.23,4001.54,4261.54,4120,4327.69,4610.26,4060,4629.74,4205.64,4229.74,4196.41,4286.67,4602.56,4363.08,4064.66,4010.6,4164.18,4074.73,4166.61,4113.94,4079.62,4133.43,4017.94,4197.36,3962.78,4041.34,4066.82,4002.61,4063.54,3996.65,4187.51,4044.44,3974.56,4183.54,4008.82,3995.98,4108.62,4124.62,4029.72,4064.56,3987.28,4135.29,4029.11,4166.72,4191.8,4094.31,4138.26,4134.77,4123.01,4034.34,4199.46,4191.47,4064.31,3998.09,0
4409.23,4054.36,4293.85,4137.95,4330.77,4604.62,4056.41,4608.72,4204.62,4248.21,4248.21,4317.44,4678.46,4478.97,4083.32,4064.93,4146.95,4185.98,3972.55,4091.93,3957.26,3952.25,4145.06,4003.91,4092.7,4026.26,4069.92,4094.95,4165.26,4099.71,4000.66,4119.61,4050.07,4014.66,3973.94,4131.63,3960.83,3977.13,4005.07,4122.49,4093.3,4137.7,4146.44,4172.07,4179.06,4149.15,4054.83,4143.1,4180.72,4171.56,4155.53,4158.32,4170.19,4106.47,1
4281.54,4006.15,4260.51,4128.21,4331.79,4623.08,4068.21,4600.51,4193.33,4224.62,4184.1,4271.79,4587.69,4331.79,4094.84,4097.04,4010.22,4026.01,4120.27,4164.29,4016.82,4083.0,3987.64,4153.78,4143.74,4046.87,4121.41,4121.43,4181.71,4042.29,4193.54,4055.18,4068.22,3968.46,4191.27,3986.57,4010.29,4065.6,4150.77,4131.74,4028.56,3997.04,4116.74,4157.48,4034.15,4130.24,4176.03,3965.09,3967.36,3969.41,4183.72,4030.14,3977.18,4074.88,0
4301.54,4003.59,4264.1,4107.18,4340.51,4615.9,4095.9,4618.97,4201.54,4220.51,4184.1,4294.36,4625.13,4365.64,4020.65,4015.11,4086.67,4024.04,4198.68,4149.45,4048.9,4182.63,4094.08,4122.02,4140.92,4185.84,3986.69,3996.42,4140.39,4131.48,4069.48,4199.8,4103.7,4148.03,4141.44,4157.19,4156.11,3955.07,4106.3,3963.43,4013.3,4175.02,4118.79,4154.76,4033.48,4071.82,4151.33,4014.39,4199.79,4007.32,4121.7,4028.94,4106.39,3987.11,1
4342.56,4022.56,4306.67,4140,4347.69,4628.72,4076.92,4629.23,4211.28,4251.28,4226.67,4311.79,4612.31,4389.23,4086.63,4095.55,3962.55,4137.09,3968.44,4185.54,4161.68,3996.85,4101.79,3957.76,4070.55,4144.49,4164.32,4169.28,4000.23,4052.18,4168.87,4042.19,4142.07,3966.43,4107.65,4144.67,4134.62,4072.25,3964.69,4049.01,4059.26,3979.31,4199.88,4051.8,4050.12,4059.03,4188.64,4036.9,4037.11,4054.6,4023.29,4129.94,3986.44,4054.94,1
4300.51,4007.18,4264.62,4110.77,4341.54,4618.46,4098.46,4623.08,4213.33,4231.79,4212.82,4281.54,4600,4367.69,4082.4,4136.59,4190.7,3991.74,3963.07,4114.74,4093.04,3963.04,4160.7,4128.78,4015.98,4132.43,4045.41,4071.76,4163.39,4011.92,3985.28,4120.72,3960.51,4042.07,4082.08,3979.42,3980.18,4005.73,3974.9,4118.18,4120.3,3962.23,4023.17,4087.61,4130.47,4098.63,4048.86,4088.86,4011.93,4078.86,4029.88,4077.34,4145.32,4150.05,1
4276.92,3999.49,4265.64,4117.44,4333.33,4622.05,4078.97,4617.95,4188.21,4212.31,4186.67,4274.36,4562.05,4343.59,4198.75,3953.12,4106.09,3966.9,4135.22,3988.95,4040.59,4141.06,4037.97,3970.46,4190.19,3959.41,3977.37,4134.84,4107.92,4068.6,4076.94,4031.35,4060.26,3983.54,4184.82,4044.09,4159.7,4113.82,4004.28,4123.04,4065.41,4072.79,4081.24,4153.07,4145.13,4071.19,4021.63,4173.31,4126.36,4094.08,4036.9,4048.35,4038.7,4116.96,0
4332.82,4047.69,4287.69,4151.28,4333.33,4609.23,4063.08,4601.54,4184.1,4188.72,4165.64,4281.03,4545.13,4362.56,3992.22,4169.21,4127.74,4022.32,4135.41,4019.33,4045.06,4024.1,4046.03,4134.33,3995.47,4031.76,4018.88,4016.05,4103.55,4109.89,4115.92,4069.43,4109.24,4040.06,4043.57,4192.52,4195.13,4084.53,4165.52,3983.95,4014.75,4034.64,3980.9,3993.86,3980.46,4191.92,4038.47,4144.23,4166.56,3994.79,4086.31,4113.52,4129.5,4138.28,1
4207.69,3976.92,4213.33,4119.49,4334.87,4616.92,4073.85,4608.21,4185.64,4204.1,4143.08,4236.92,4527.69,4257.44,3984.8,4160.34,4184.63,4187.58,4132.62,4092.54,4182.36,3963.36,4136.82,4190.57,4157.11,3995.11,4105.88,4020.95,4120.82,4144.04,4011.21,4037.15,4130.59,4130.71,4175.48,4160.83,4193.17,4045.2,4125.1,4157.87,4065.49,4114.88,4154.48,3952.51,4082.58,4141.15,4034.93,4088.63,4063.73,4144.23,3981.02,4060.49,4148.81,4193.28,1
4287.18,3960.51,4276.41,4122.05,4345.13,4636.92,4085.64,4630.26,4215.38,4245.13,4219.49,4291.28,4624.1,4358.46,4123.16,4077.15,4039.81,4089.44,4104.81,4091.45,4029.24,4074.31,4027.49,4116.5,4119.44,4125.99,4076.47,4154.82,4027.77,4162.66,4159.57,4007.92,4151.16,4141.12,4066.61,4025.52,4113.9,4168.62,4026.6,4034.54,4060.65,4092.22,4156.83,4041.04,4153.81,4194.93,4141.7,4108.79,4024.76,4123.66,4072.16,3967.01,4148.41,4033.26,0
4276.41,3995.9,4251.79,4118.97,4324.62,4616.92,4046.67,4606.67,4188.72,4210.77,4176.92,4258.46,4595.38,4330.26,3978.34,4140.56,4028.06,3964.92,3963.78,4127.9,4013.63,4174.99,4185.93,4036.73,4184.45,4011.75,4186.12,4021.03,3958.34,4092.65,4037.51,4133.84,4008.03,4091.36,4035.65,4191.78,4020.99,4169.27,3976.15,4044.11,4008.79,3954.9,3988.55,4168.55,3951.15,4019.61,4119.18,3987.32,4051.61,3952.12,4021.76,3955.79,4029.16,3996.69,1
4292.31,3972.31,4253.33,4120,4333.33,4615.9,4079.49,4590.77,4182.05,4213.85,4195.38,4275.38,4601.54,4348.21,4092.77,4124.26,4160.45,4020.72,3963.62,4021.28,4005.17,4005.01,3956.31,4052.77,4040.33,4155.0,4141.62,4196.14,4000.02,4143.07,4047.26,4117.33,4137.12,3986.2,3961.98,4024.72,4158.27,4121.25,4111.12,3960.83,4107.37,4129.28,4042.52,4108.92,4054.57,4029.5,4136.85,3979.83,4039.23,3992.97,3984.09,4036.4,4078.18,4104.48,0
4297.44,3997.44,4261.03,4118.97,4328.21,4607.18,4056.41,4616.92,4192.31,4215.9,4180.51,4268.21,4597.44,4355.38,3974.69,4074.87,4106.23,4019.53,4059.34,3990.11,3956.5,4114.11,4194.84,4033.91,3984.81,4090.61,4021.96,4013.35,4050.64,4066.7,4085.46,4050.66,4129.5,4062.71,4102.28,4164.64,4037.52,4034.31,4083.85,4159.08,3990.83,3990.96,4012.48,3954.29,4149.06,3959.38,3984.02,3957.89,4032.0,4197.51,4020.94,4126.94,4163.63,4001.3,1
4298.46,4017.44,4267.18,4120.51,4329.23,4613.85,4081.54,4598.97,4194.87,4227.69,4176.41,4278.97,4592.31,4357.95,4102.07,4059.65,4009.59,4130.33,3984.1,4116.74,3957.23,4106.78,3979.09,4080.42,4090.97,4134.73,4139.31,4151.97,4137.62,4018.82,3966.65,4039.54,4010.18,4184.88,4134.67,4083.06,4196.61,4078.91,4057.61,4197.94,4172.09,4133.7,4132.48,3953.81,4177.69,4107.68,3976.15,4069.25,3985.55,4026.72,4111.0,3982.83,4102.01,4088.06,0
4320.51,4033.33,4253.33,4137.44,4327.18,4602.56,4051.79,4593.85,4189.23,4213.33,4184.62,4271.28,4592.31,4381.54,4113.47,4064.06,4117.12,4128.62,3978.98,4070.53,4163.25,3970.93,3952.15,4109.69,4070.71,4166.53,4173.8,3998.47,4145.8,4047.41,4065.38,4002.12,4186.73,4024.64,4123.93,4146.69,4000.38,3963.84,4193.84,4142.13,4023.99,4027.53,3957.93,4049.79,3981.02,4062.68,4164.88,4101.95,3978.58,3986.43,4105.2,4159.83,4196.24,4024.4,1
4276.41,3961.54,4242.56,4103.59,4323.08,4605.64,4041.54,4604.1,4196.41,4212.82,4184.1,4262.56,4602.05,4328.72,3980.54,4105.06,4037.68,4043.25,3988.08,4092.53,4156.34,4161.76,4052.76,4027.79,4160.69,4180.09,4198.54,4153.43,4144.18,3979.67,4133.67,4070.25,4155.72,4075.82,4017.67,4025.6,4100.38,4181.28,4126.69,4045.13,4070.51,4113.65,4022.09,4088.99,3974.75,4192.75,4086.69,4000.72,4157.2,3988.21,4077.83,4094.89,4128.35,4075.73,1
4444.62,4050.26,4306.15,4144.1,4321.54,4587.18,4071.28,4586.15,4160.51,4223.08,4269.23,4323.59,4733.33,4520.51,3969.28,4116.94,4167.83,4069.94,3971.24,4137.29,3975.61,4005.18,3977.28,4161.92,4121.15,4019.65,3983.09,4021.5,4180.87,3983.99,3979.83,4049.32,3990.31,4097.48,3980.73,4037.79,4133.99,4069.31,4142.39,4158.03,3950.35,3958.96,4104.02,4001.14,4120.55,4013.12,4107.89,4043.03,4109.52,4062.46,4015.03,3992.63,4036.93,4154.2,0
4280,3995.38,4245.64,4105.13,4328.72,4614.36,4050.26,4606.67,4190.26,4228.21,4196.41,4271.28,4605.64,4351.28,4192.27,4137.8,4001.47,4014.45,4036.77,3973.41,4149.95,4033.33,4194.6,4108.9,4144.52,4167.13,3996.06,4088.76,4110.72,3982.46,4123.48,4147.22,4168.25,3997.92,4072.11,4045.21,4072.1,4015.81,4184.65,4188.58,3963.37,4102.51,3959.33,3977.21,4159.94,4075.53,3979.92,4160.58,4178.74,4030.48,4021.07,4147.74,4108.43,4059.7,0
4280,4003.59,4250.26,4124.62,4341.03,4617.95,4057.44,4615.9,4191.28,4225.13,4157.95,4253.85,4594.87,4331.79,4012.58,4106.58,4132.55,4150.89,3973.3,4006.64,4024.54,4115.43,4072.37,4091.16,3989.12,4000.89,4168.9,4088.29,4006.23,4119.31,3951.36,3968.13,3998.96,4155.32,4174.53,4166.54,4134.93,4151.89,3979.84,3963.53,4070.34,3961.26,4025.26,4123.26,4097.38,4125.58,3971.87,4049.48,3973.77,3992.3,4157.58,3981.01,4080.73,4121.87,1
4286.15,3936.92,4249.74,4087.69,4327.18,4609.23,4101.03,4631.79,4226.67,4253.85,4245.64,4306.67,4660,4371.79,4048.11,4190.73,4098.07,4080.78,4049.95,4078.44,4119.13,3979.74,4077.84,3976.92,4028.89,4194.69,4165.57,4105.63,3965.87,4173.62,4060.25,3961.19,4067.72,4008.87,4006.25,4115.97,3972.56,3989.46,4118.41,3965.95,4039.88,4061.64,4040.45,4055.01,4013.35,4026.84,4056.1,4061.37,4046.07,4033.95,3961.88,4082.88,3960.03,4176.96,1
4312.31,4009.23,4268.21,4113.85,4339.49,4615.38,4056.41,4608.21,4194.87,4233.85,4212.82,4285.64,4607.18,4361.54,4188.02,4010.6,3997.66,4187.78,3979.95,4197.63,3950.34,4059.22,4145.74,4139.01,4072.67,3956.72,4119.75,3950.04,4065.15,3976.79,4071.08,3978.81,3952.18,3964.51,4050.26,4058.2,3967.37,4052.37,4022.51,3983.41,4129.16,3967.23,4173.58,3969.94,4076.3,4148.04,4199.92,4162.2,4037.29,4129.78,4059.85,4157.43,4109.03,4014.46,1
4311.79,4016.41,4247.18,4125.64,4342.56,4631.28,4076.41,4601.03,4197.44,4245.13,4205.13,4284.1,4607.69,4381.03,4171.52,4131.85,4176.48,4031.62,4062.58,4122.12,4163.24,3953.23,4050.11,4162.32,3979.3,3991.65,3994.56,4149.75,4131.88,4044.76,3960.76,4167.18,4101.04,4021.28,4038.64,4074.95,4186.95,4097.81,4075.13,4190.68,4163.88,3952.34,4143.05,4145.78,4014.02,4046.78,4154.55,4046.52,4153.99,4025.55,4037.47,4091.35,4135.32,4113.9,0
4280.51,3967.18,4265.13,4106.67,4321.54,4599.49,4044.62,4582.56,4170.77,4198.97,4178.97,4273.85,4599.49,4334.36,4191.66,4009.44,4017.73,3989.99,3986.44,3962.04,4135.57,4009.78,4122.93,4097.47,3996.21,4196.86,4017.24,4106.97,4173.51,4054.07,4029.44,4121.58,3995.87,3984.41,4123.82,4129.39,4000.47,3960.48,4176.56,4017.83,3991.17,4082.97,3953.68,4102.71,4146.51,4180.0,4197.53,4195.73,3963.37,4033.98,4019.16,3986.65,3972.02,4127.54,1
4285.13,3989.74,4249.74,4107.18,4340,4628.21,4073.33,4646.15,4218.46,4238.46,4204.62,4272.82,4583.59,4354.36,4020.44,4061.88,4129.08,4140.64,4127.96,4162.28,4038.44,4100.92,4046.64,4080.73,4022.99,4154.86,3993.53,3964.36,4156.31,4126.78,4034.29,4158.88,4172.71,3984.89,4177.48,3967.55,4044.63,4021.65,4186.71,4140.95,3974.2,4010.28,4196.66,4199.69,3963.04,4021.78,4143.32,4036.86,4067.0,4109.84,4039.14,4043.76,4064.86,4137.59,0
4312.31,4003.59,4259.49,4117.44,4342.56,4570.77,4085.13,4591.79,4178.97,4215.9,4195.9,4284.62,4594.87,4357.44,4079.05,4189.7,4187.44,4091.35,4023.82,3994.83,4116.08,3977.0,4123.81,4003.29,4009.75,4194.47,4102.39,4138.13,4003.72,4072.47,4185.79,4002.29,4082.38,3988.52,4126.15,4065.03,4107.79,4034.35,3961.54,4161.72,4185.56,4132.74,4026.46,4168.46,4112.38,4184.63,4197.18,4199.77,4019.54,4005.98,4100.79,4124.92,4039.41,4181.36,0
4422.05,4064.62,4296.92,4153.85,4327.18,4612.31,4052.31,4610.77,4190.77,4235.38,4241.03,4315.9,4675.9,4482.05,3962.11,4174.91,4021.51,3957.97,4084.46,4075.83,3951.14,4199.47,4042.45,4019.2,3956.32,4163.84,4005.39,4090.8,3980.46,4150.34,4186.94,4048.43,4064.71,4197.04,3958.19,4118.78,4037.44,4050.17,4129.8,4065.02,4129.48,4190.2,3980.13,4152.7,4118.67,4089.48,4166.69,3988.33,4152.21,4175.98,3970.88,3963.66,3952.71,4130.12,0
4302.56,4017.95,4247.69,4120.51,4345.64,4632.31,4074.36,4602.56,4197.95,4237.95,4195.38,4268.21,4593.33,4371.28,4056.09,4166.7,4085.58,4149.67,3952.92,3955.81,3991.5,4139.99,4199.09,4126.8,4115.3,4076.14,4168.79,3972.22,4125.97,4168.2,4092.46,4061.78,4185.99,4099.57,4046.16,4008.09,3956.08,4176.12,3962.01,4160.96,3980.32,4015.03,4012.11,4067.1,4173.0,4088.82,4092.88,3951.27,4049.57,4175.9,4148.38,4195.97,4065.87,4179.0,0
4341.03,4018.97,4264.62,4137.44,4322.05,4594.36,4070.26,4586.15,4176.41,4205.13,4186.15,4281.54,4603.08,4393.33,3970.55,4006.09,3951.25,4151.22,3976.96,4027.51,3994.26,4116.77,4189.45,3996.86,3952.76,4027.47,3990.88,4173.05,4178.37,4016.85,4040.34,4079.6,4041.41,3953.23,4161.77,4196.37,4034.17,4090.93,3969.98,4144.96,4002.1,3986.07,4149.36,4026.78,4098.02,4059.5,4189.14,4175.95,4124.21,4064.39,4146.1,4024.01,4198.77,4111.17,1
4307.69,4023.59,4262.56,4108.72,4353.33,4626.15,4071.79,4611.79,4208.21,4239.49,4208.21,4270.77,4601.54,4358.97,3950.76,3992.93,4166.96,4022.01,3979.5,4158.26,4117.36,4003.98,4070.58,4100.23,4001.81,4153.76,4178.16,4052.64,4072.76,3995.87,4161.25,4167.91,4177.16,4095.5,4020.28,4010.37,4086.41,4016.55,4187.99,4110.33,4137.55,4116.43,4091.68,4186.87,3975.34,4122.55,4018.68,4039.76,4137.62,4112.05,4001.18,4090.22,4123.43,4055.88,0
4263.59,3986.15,4248.72,4086.15,4328.21,4600.51,4051.28,4588.72,4172.31,4211.28,4192.31,4267.18,4607.69,4326.15,4185.96,4125.75,3998.11,4007.75,4089.95,4185.54,4002.76,3989.84,4111.2,3990.85,3972.89,4134.92,4088.35,3955.86,3986.96,4149.33,4169.83,3987.34,4076.43,4002.92,4028.86,4022.98,4078.15,4017.4,4131.46,4144.0,4170.84,4162.47,4140.63,4016.26,3976.88,4179.25,4198.13,4152.27,4002.21,4026.59,4074.5,4139.52,4059.81,4078.7,1
4280.51,3976.92,4263.59,4107.69,4335.38,4627.18,4076.41,4626.67,4210.77,4233.33,4210.26,4286.15,4610.77,4350.77,3977.88,3964.64,4198.39,4054.18,3971.64,3968.69,3952.02,4186.4,4199.11,4183.37,3992.23,3958.47,4178.34,4088.07,4012.72,4007.49,3963.17,4093.99,3950.15,4061.36,4165.69,4197.86,3999.49,4077.17,3995.98,4183.19,4167.84,3993.35,4197.15,4181.71,4033.59,4171.36,4033.73,4060.04,4155.65,4036.15,4170.17,4133.77,4158.0,4033.17,0
4320.51,4035.9,4275.9,4122.05,4347.18,4615.38,4104.1,4615.38,4210.77,4237.44,4225.64,4300.51,4633.33,4377.95,4056.1,4164.35,4032.5,4114.86,4134.13,3968.99,4068.04,3959.18,4139.64,4182.18,3961.42,4136.12,4159.09,3988.04,4137.16,4062.13,4137.66,4060.63,4159.78,4154.54,4095.6,4040.0,4118.71,4195.82,4132.89,4169.87,4163.47,4150.06,3973.82,4088.23,4036.06,3993.34,3979.49,3990.81,4109.38,3950.16,3987.55,4061.63,4087.28,4040.53,1
4312.82,4015.38,4277.44,4125.13,4333.33,4621.54,4067.18,4624.62,4209.23,4237.95,4208.21,4287.18,4625.13,4382.05,3950.26,3967.79,4143.47,4187.07,4094.25,3985.77,4196.9,3963.1,4132.21,4123.14,4051.22,3994.23,4119.86,4163.67,4041.71,4197.13,4179.52,4071.52,4115.3,4086.56,4102.72,4180.46,4178.26,4106.64,4084.26,4188.7,4142.69,3985.26,4179.29,4190.75,4196.44,3984.42,4186.21,4048.43,4082.01,4154.46,3965.84,4130.86,4091.67,4065.84,1
4359.49,3983.08,4282.05,4106.67,4326.67,4589.74,4083.59,4617.44,4213.85,4251.79,4260.51,4313.85,4707.69,4456.41,4033.74,4060.2,4187.02,3972.11,4159.54,3950.57,4070.94,4176.57,4090.95,4081.28,4106.72,4030.59,4166.8,4199.85,4126.35,4115.76,4133.67,3986.63,4037.99,3982.97,4131.41,3960.82,3980.63,4075.44,4151.05,4015.97,4095.44,4147.79,4065.99,4057.57,4167.86,4175.1,4176.33,4170.79,4040.84,4121.94,4056.09,4143.44,3997.9,4088.15,1
4270.26,3972.82,4247.69,4100.51,4327.69,4601.03,4056.92,4626.15,4204.62,4222.05,4209.74,4284.1,4591.79,4347.69,4097.42,3964.7,4136.69,4087.08,4107.57,4048.95,4122.01,4016.61,4050.92,4194.16,4090.81,4134.16,4199.09,4008.69,4152.61,4163.49,4000.75,4054.95,3969.75,4113.41,3957.27,4046.41,4116.07,4067.2,4087.66,4058.57,4129.28,4174.76,4188.37,4141.09,4178.98,3972.91,4076.48,3996.47,4187.58,4181.59,4185.06,4170.66,4091.82,3995.63,1
4455.9,4133.33,4306.15,4168.72,4322.56,4585.64,4067.18,4587.18,4169.74,4201.03,4216.41,4310.77,4653.85,4490.77,4163.11,4050.11,3968.23,4074.53,4136.04,4151.76,4014.74,3969.07,4138.91,3997.61,4104.86,4057.48,4077.28,4020.27,4190.77,4046.98,3959.38,4034.82,4085.08,4052.17,3978.77,4151.15,4009.79,3980.46,4050.15,4029.99,4119.67,4037.72,4173.25,4117.13,4135.48,4182.01,4019.75,4071.23,4033.18,3958.65,3969.34,4096.47,4120.78,4105.87,0
4275.38,3989.74,4261.03,4089.74,4338.46,4621.54,4088.72,4627.18,4204.62,4225.64,4204.1,4280.51,4589.74,4348.72,4093.57,4134.65,3961.35,4079.73,3972.73,4057.29,4168.86,4184.84,4171.02,4009.78,4161.65,4109.97,4126.61,4133.41,3961.53,3978.38,4063.58,4036.48,4171.65,4124.06,4130.1,4079.86,4178.53,4068.39,4119.32,4139.4,4198.55,4166.69,4166.11,3955.57,3963.11,4069.84,4078.62,4068.95,4106.6,4146.82,4186.72,4140.15,4125.18,4003.52,0
4327.18,4010.77,4295.38,4128.21,4338.97,4629.23,4076.92,4633.85,4207.69,4248.21,4219.49,4296.41,4605.13,4375.38,4126.89,3981.85,4078.97,3978.52,3953.79,4009.2,4051.96,4156.1,4047.57,4158.89,4086.15,4060.05,4040.0,4138.82,4125.46,4064.84,4118.7,4071.25,3973.25,4058.22,3984.54,4164.42,4069.35,3980.4,4069.01,4166.96,3966.96,4111.33,4137.48,4096.31,4053.5,3989.12,3952.67,4150.57,4027.5,4167.75,4061.83,4091.67,4183.27,4103.68,1
4296.92,4005.64,4262.05,4122.56,4328.21,4603.59,4072.82,4587.18,4174.87,4213.33,4145.13,4279.49,4605.13,4355.9,3963.8,4005.15,4113.52,3962.68,4198.36,4056.72,4153.09,4041.0,4023.34,3953.16,4076.65,4084.65,3974.17,3967.93,4158.41,4013.55,4007.54,4081.47,4111.92,3998.2,4157.38,4131.14,3980.9,4102.49,4080.72,4160.78,3993.43,3981.36,4194.3,4186.17,4181.3,4133.51,4040.33,4098.76,3992.51,4029.64,3986.59,4163.7,4145.42,4171.6,0
4311.28,4037.44,4260,4141.54,4332.82,4609.23,4051.28,4583.59,4170.77,4185.64,4166.15,4264.62,4563.08,4357.44,3983.72,4047.84,4105.44,4130.02,4023.48,4007.06,4073.67,4080.46,4053.83,4149.57,4177.37,4191.18,4018.3,4046.68,4006.39,4167.4,4107.35,4041.31,3992.14,4167.59,4153.0,4183.63,4196.21,4006.79,4015.87,4040.42,4134.64,3988.65,4198.68,4169.48,4141.5,3954.59,3987.62,4000.48,3984.44,4011.4,4026.84,4008.72,4051.54,4063.14,1
4294.36,3992.31,4278.97,4106.67,4333.85,4616.41,4075.9,4614.87,4191.28,4222.56,4204.62,4293.33,4592.82,4364.62,4193.05,3988.05,3988.93,4098.26,4170.1,4045.33,4098.43,4061.11,4039.04,4011.56,3957.87,4179.82,4081.97,4086.69,4029.16,4024.77,4192.36,4058.41,4166.73,4152.94,4175.99,3980.14,4013.37,3953.33,4175.75,4007.46,4150.98,4146.09,4130.78,4092.23,3977.25,4120.14,3980.84,4102.08,4005.0,4080.73,4121.8,4129.39,4132.34,4007.43,0
